Frame nr:;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344
Translation_1;2.30752;2.30752;2.30752;2.30752;2.30752;2.30752;2.49191;2.49276;2.49325;2.48931;2.48979;2.49132;2.49594;2.49574;2.49557;2.4956;2.49602;2.49642;2.49684;2.49694;2.49763;2.49812;2.49879;2.49885;2.49961;2.50008;2.5005;2.50101;2.5018;2.5024;2.50278;2.50285;2.50381;2.50433;2.50484;2.50536;2.50589;2.5061;2.5063;2.50752;2.50755;2.50839;2.5089;2.50899;2.50959;2.51065;2.51122;2.51175;2.51225;2.51228;2.51249;2.51322;2.51425;2.51479;2.51516;2.5153;2.51563;2.51615;2.51717;2.51785;2.51835;2.5189;2.51942;2.51996;2.52046;2.52098;2.52157;2.52202;2.52267;2.52303;2.52341;2.52386;2.52435;2.52438;2.52474;2.52584;2.5263;2.52632;2.52619;2.52602;2.52491;2.52457;2.5242;2.52384;2.52337;2.52296;2.5225;2.52217;2.52183;2.5214;2.52106;2.52062;2.52026;2.5201;2.52054;2.52135;2.52218;2.52302;2.52388;2.52472;2.52565;2.52648;2.52737;2.52825;2.52912;2.52997;2.53007;2.53144;2.53217;2.53291;2.53359;2.5343;2.5351;2.53585;2.5366;2.53744;2.5382;2.5383;2.53959;2.5402;2.54071;2.54074;2.54129;2.54139;2.54179;2.54206;2.54268;2.54274;2.54409;2.54479;2.54551;2.54557;2.54696;2.54769;2.54776;2.54916;2.54989;2.54996;2.55137;2.55211;2.55286;2.55292;2.55318;2.55512;2.55518;2.55663;2.55738;2.55789;2.55891;2.55968;2.56044;2.561;2.56198;2.56276;2.56353;2.56431;2.56514;2.56522;2.56729;2.56843;2.56852;2.57078;2.57195;2.57205;2.5743;2.57551;2.57668;2.57747;2.57873;2.57882;2.58048;2.58137;2.58223;2.58312;2.5839;2.58487;2.58497;2.58666;2.58757;2.58849;2.58942;2.58951;2.59052;2.59151;2.59257;2.59359;2.59481;2.59595;2.59722;2.59819;2.59966;2.60086;2.60222;2.60345;2.60474;2.60599;2.60626;2.60853;2.6088;2.61082;2.61229;2.61334;2.6136;2.6143;2.61691;2.61871;2.62025;2.62154;2.62299;2.62477;2.62603;2.62726;2.62853;2.62879;2.63094;2.63144;2.63324;2.63444;2.63561;2.63686;2.63821;2.63953;2.64084;2.64216;2.64348;2.64475;2.64608;2.64741;2.64898;2.65029;2.65161;2.65292;2.65424;2.65556;2.65687;2.65879;2.66136;2.66269;2.66327;2.66538;2.66639;2.66847;2.66994;2.67024;2.67054;2.67401;2.67538;2.67683;2.67815;2.67946;2.68076;2.68207;2.68338;2.68468;2.68597;2.68723;2.68852;2.68981;2.69109;2.69237;2.69364;2.69492;2.69619;2.69744;2.69865;2.69995;2.70117;2.70245;2.70369;2.70498;2.70621;2.70744;2.7086;2.70982;2.71103;2.71226;2.7173;2.71879;2.72172;2.72385;2.72542;2.72715;2.72892;2.73043;2.73193;2.73336;2.73495;2.73662;2.73817;2.7399;2.74244;2.74408;2.74559;2.74812;2.74981;2.75237;2.7539;2.75454;2.7576;2.75932;2.76311;2.76465;2.76634;2.76787;2.76957;2.77176;2.77233;2.77476;2.77725;2.77782;2.78042;2.78223;2.78461;2.78628;2.78673;2.78718;2.78764;2.7881;2.7884;2.78903;2.78958;2.79006;2.79053;2.79098;2.79148;2.79194;2.7924;2.79353;2.79389;2.79507;2.7956;2.79649;2.79606;2.79652;2.79794;2.79827;2.79891;2.79943;2.79989;2.80022;2.80023;2.80024;2.80163;2.80163
Translation_2;-1.75142;-1.75142;-1.75142;-1.75142;-1.75142;-1.75142;-1.73176;-1.73241;-1.73231;-1.73821;-1.73871;-1.73815;-1.7898;-1.78805;-1.78476;-1.78103;-1.77724;-1.77341;-1.76962;-1.76844;-1.76191;-1.75807;-1.75386;-1.75361;-1.74636;-1.74254;-1.73862;-1.7345;-1.73047;-1.72653;-1.72277;-1.72241;-1.71493;-1.71083;-1.70694;-1.70297;-1.69903;-1.69688;-1.69516;-1.68698;-1.68665;-1.67924;-1.67505;-1.67411;-1.67115;-1.66302;-1.65905;-1.65494;-1.65101;-1.65071;-1.64292;-1.63904;-1.63488;-1.63082;-1.62781;-1.62647;-1.62322;-1.61941;-1.61125;-1.60697;-1.60302;-1.59883;-1.59473;-1.59069;-1.58675;-1.58264;-1.57862;-1.57452;-1.57021;-1.56612;-1.56268;-1.55863;-1.55456;-1.55412;-1.55106;-1.54232;-1.53817;-1.53778;-1.53502;-1.53123;-1.52128;-1.51731;-1.51341;-1.50932;-1.50519;-1.50111;-1.49705;-1.49299;-1.48899;-1.48475;-1.48069;-1.47665;-1.47245;-1.46835;-1.46553;-1.46281;-1.4598;-1.45679;-1.45361;-1.4506;-1.44703;-1.44409;-1.44076;-1.43743;-1.43425;-1.43106;-1.43077;-1.42631;-1.42369;-1.42109;-1.41865;-1.41623;-1.41339;-1.41113;-1.40876;-1.40618;-1.404;-1.40365;-1.39904;-1.39594;-1.39278;-1.39247;-1.3854;-1.38444;-1.37749;-1.37331;-1.36947;-1.36918;-1.3615;-1.35726;-1.35309;-1.3528;-1.34486;-1.34043;-1.34015;-1.33205;-1.32766;-1.32737;-1.31915;-1.31471;-1.3105;-1.31009;-1.30871;-1.29739;-1.29711;-1.28865;-1.28421;-1.28153;-1.27545;-1.2711;-1.26672;-1.26363;-1.25777;-1.25339;-1.2489;-1.24449;-1.23999;-1.23958;-1.23077;-1.2263;-1.22601;-1.21713;-1.21248;-1.21219;-1.2034;-1.19851;-1.19395;-1.19078;-1.18562;-1.18534;-1.17864;-1.17516;-1.17182;-1.16842;-1.16561;-1.1619;-1.16161;-1.15548;-1.15219;-1.14891;-1.14562;-1.14201;-1.13882;-1.13572;-1.13232;-1.12903;-1.12735;-1.1258;-1.12383;-1.12251;-1.1202;-1.11838;-1.11597;-1.11411;-1.1118;-1.10992;-1.1095;-1.10546;-1.1051;-1.1019;-1.09933;-1.0977;-1.0973;-1.08896;-1.08635;-1.08345;-1.08053;-1.07834;-1.07602;-1.07172;-1.07056;-1.06896;-1.0672;-1.06691;-1.06487;-1.06492;-1.06482;-1.0648;-1.06444;-1.06454;-1.06439;-1.06388;-1.06281;-1.06176;-1.06071;-1.06578;-1.06562;-1.06542;-1.06447;-1.06356;-1.06279;-1.06175;-1.06071;-1.05968;-1.05904;-1.07196;-1.06802;-1.06766;-1.06758;-1.06763;-1.06629;-1.06624;-1.06625;-1.06585;-1.0658;-1.06575;-1.06553;-1.06479;-1.06377;-1.06275;-1.06292;-1.06191;-1.06128;-1.0608;-1.06124;-1.06247;-1.06225;-1.06242;-1.06259;-1.06277;-1.06296;-1.06314;-1.06372;-1.06466;-1.06678;-1.06581;-1.06793;-1.06695;-1.06793;-1.06695;-1.06769;-1.06738;-1.06912;-1.06852;-1.06858;-1.06754;-1.06877;-1.0684;-1.06517;-1.06605;-1.06654;-1.06701;-1.06642;-1.06647;-1.0668;-1.06614;-1.06789;-1.06691;-1.06752;-1.06837;-1.06785;-1.06757;-1.07013;-1.06842;-1.06837;-1.0663;-1.06787;-1.06711;-1.06845;-1.06804;-1.06639;-1.0669;-1.06688;-1.06773;-1.06654;-1.06588;-1.0659;-1.06812;-1.06619;-1.06621;-1.06682;-1.0677;-1.067;-1.06595;-1.06643;-1.06646;-1.06652;-1.06658;-1.06647;-1.06608;-1.06647;-1.0665;-1.06656;-1.06621;-1.06652;-1.06613;-1.06574;-1.06724;-1.06659;-1.06636;-1.06578;-1.06522;-1.06833;-1.06793;-1.06774;-1.06746;-1.06691;-1.06769;-1.0673;-1.06703;-1.06703;-1.06703;-1.08305;-1.08305
Translation_3;1.04061;1.04061;1.04061;1.04061;1.0406;1.04061;1.03909;1.03908;1.03907;1.0389;1.03888;1.03888;1.03883;1.03883;1.03883;1.03883;1.03883;1.03884;1.03884;1.03884;1.03885;1.03886;1.03888;1.03888;1.03889;1.0389;1.03891;1.03891;1.03893;1.03894;1.03895;1.03912;1.03897;1.03898;1.03899;1.039;1.03901;1.03908;1.03907;1.03904;1.03904;1.03905;1.03906;1.03917;1.03915;1.03911;1.03912;1.03913;1.03914;1.03914;1.03922;1.03921;1.03919;1.03918;1.03918;1.03918;1.03918;1.03919;1.03919;1.0392;1.0392;1.03921;1.03921;1.03922;1.03923;1.03923;1.03925;1.03925;1.03927;1.03929;1.03929;1.03929;1.03929;1.03929;1.0393;1.0393;1.03931;1.03931;1.03931;1.03931;1.03932;1.03932;1.03932;1.03931;1.03931;1.03931;1.03931;1.03931;1.0393;1.0393;1.0393;1.03929;1.03929;1.03929;1.03929;1.03928;1.03928;1.03928;1.03928;1.03928;1.03927;1.03927;1.03927;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03926;1.03927;1.03927;1.03927;1.03927;1.03927;1.03927;1.03928;1.03928;1.03929;1.0393;1.0393;1.0393;1.03929;1.03929;1.03928;1.03928;1.03927;1.03927;1.03927;1.03926;1.03926;1.03925;1.03925;1.03924;1.03924;1.03924;1.03923;1.03922;1.03922;1.03921;1.03921;1.03919;1.0392;1.03919;1.03919;1.03917;1.03918;1.03917;1.03917;1.03916;1.03916;1.03915;1.03914;1.03914;1.03914;1.03912;1.03911;1.03911;1.0391;1.03909;1.03908;1.03906;1.03907;1.03904;1.03906;1.03905;1.03904;1.03904;1.03903;1.03903;1.03903;1.03902;1.03901;1.03901;1.039;1.03905;1.03905;1.03904;1.03903;1.03902;1.03902;1.03901;1.03901;1.03898;1.03899;1.03899;1.03898;1.03897;1.03896;1.03895;1.03895;1.03893;1.03893;1.03892;1.03891;1.03887;1.03887;1.03898;1.03891;1.03884;1.03877;1.03874;1.03871;1.03863;1.03862;1.03861;1.0386;1.0386;1.03858;1.03858;1.03857;1.03855;1.03854;1.03852;1.03851;1.0385;1.0385;1.03849;1.03849;1.03848;1.03847;1.03846;1.03844;1.03843;1.03843;1.03842;1.03842;1.03841;1.03841;1.03836;1.03833;1.03833;1.03832;1.03831;1.03828;1.03826;1.03825;1.03825;1.03815;1.03821;1.03819;1.03818;1.03817;1.03817;1.03816;1.03815;1.03815;1.03814;1.03813;1.03811;1.03811;1.03809;1.03808;1.03807;1.03806;1.03805;1.03804;1.03802;1.038;1.03799;1.03796;1.03796;1.03794;1.03793;1.03791;1.0379;1.03788;1.03787;1.03785;1.03784;1.03772;1.0377;1.03761;1.03755;1.03753;1.0375;1.03746;1.03743;1.03741;1.03739;1.03736;1.03732;1.03729;1.03724;1.03715;1.03712;1.03711;1.03701;1.03697;1.03688;1.03684;1.03681;1.03674;1.03669;1.03649;1.03646;1.03641;1.03638;1.03629;1.03624;1.03623;1.03616;1.03603;1.03602;1.03594;1.03586;1.03574;1.03568;1.03567;1.03566;1.03566;1.03566;1.03566;1.03566;1.03564;1.03564;1.03563;1.03564;1.03563;1.03563;1.03564;1.03557;1.03557;1.0355;1.03549;1.03545;1.03527;1.03527;1.03519;1.03519;1.03519;1.03518;1.03518;1.03518;1.03518;1.03519;1.03591;1.03591
Rotation_1;-0.000958236;-0.000958236;-3.69623e-06;-3.69623e-06;-3.69623e-06;-0.000427316;6.19737;6.19254;6.08322;6.76882;6.81842;6.75512;3.72253;3.6695;3.58033;3.35163;3.10705;2.9768;2.8517;2.81967;2.66604;2.56782;2.36842;2.36613;2.23099;2.17168;2.1209;2.06816;1.94973;1.87046;1.83835;1.8282;1.73971;1.71186;1.68356;1.66016;1.63767;1.63344;1.62788;1.58713;1.59326;1.58441;1.58493;1.59766;1.59165;1.57438;1.56832;1.5737;1.58288;1.58325;1.61306;1.63366;1.66478;1.69405;1.70769;1.71584;1.73854;1.77452;1.84486;1.90274;1.9419;1.99835;2.05007;2.1141;2.16374;2.22557;2.33529;2.3791;2.48544;2.64514;2.66913;2.70496;2.76095;2.76967;2.81337;2.93945;3.01656;3.02574;3.06271;3.11416;3.28153;3.30239;3.32498;3.35064;3.39503;3.44195;3.49128;3.51102;3.53148;3.58488;3.60843;3.67042;3.71125;3.74779;3.75696;3.76978;3.79147;3.8128;3.83939;3.86516;3.90245;3.92299;3.95617;3.99042;4.01837;4.04966;4.05002;4.09602;4.13596;4.18823;4.23469;4.28945;4.37012;4.4265;4.47683;4.54595;4.60091;4.60267;4.69217;4.76598;4.83335;4.83848;4.90193;4.91175;4.96649;4.98263;4.97097;4.96948;4.94052;4.92713;4.9135;4.91201;4.88315;4.86942;4.86793;4.8383;4.82346;4.82198;4.7906;4.77479;4.75771;4.75626;4.75032;4.7059;4.70442;4.66913;4.65088;4.64133;4.61268;4.59358;4.5739;4.56484;4.5346;4.51342;4.49251;4.47118;4.44994;4.44783;4.40782;4.39007;4.38892;4.35321;4.33619;4.33501;4.29963;4.28244;4.26416;4.25558;4.2408;4.2473;4.23805;4.23577;4.23371;4.23358;4.23302;4.23727;4.23696;4.24298;4.24871;4.25571;4.26422;4.27219;4.27825;4.28505;4.29967;4.31165;4.30508;4.29504;4.28813;4.28899;4.27367;4.26469;4.26124;4.2538;4.24956;4.2416;4.23962;4.22726;4.22538;4.20716;4.19696;4.18892;4.18636;4.0961;4.03858;3.95273;3.87273;3.80882;3.75814;3.61616;3.579;3.55314;3.53406;3.5323;3.49587;3.48335;3.43725;3.40268;3.37296;3.33278;3.28361;3.2548;3.23829;3.22157;3.20487;3.0841;3.04384;3.00747;2.92449;2.90541;2.88448;2.86759;2.85073;2.83387;2.81138;2.40578;2.271;2.24126;2.22788;2.16721;2.1211;2.06483;2.01097;2.0078;2.00476;1.89523;1.85549;1.81121;1.79396;1.7767;1.74123;1.72394;1.7008;1.67566;1.63624;1.585;1.55585;1.52074;1.48561;1.45046;1.41526;1.3801;1.33908;1.29237;1.22686;1.2093;1.14256;1.12466;1.07537;1.05744;1.01271;0.981715;0.917091;0.89;0.852178;0.832518;-0.0376789;-0.0989271;-0.289504;-0.451737;-0.527721;-0.626131;-0.715448;-0.77486;-0.840003;-0.879183;-0.984467;-1.05859;-1.14097;-1.27413;-1.53528;-1.61255;-1.73503;-1.9502;-2.04198;-2.24529;-2.34694;-2.40492;-2.62156;-2.71477;-3.18467;-3.26583;-3.36403;-3.45896;-3.63827;-3.72494;-3.74641;-3.92443;-4.17515;-4.19756;-4.37101;-4.55717;-4.83019;-4.94624;-4.96659;-4.97564;-4.98584;-4.99447;-4.99928;-4.99808;-5.03697;-5.04707;-5.05862;-5.05468;-5.0764;-5.07154;-5.06639;-5.26119;-5.2628;-5.37914;-5.3885;-5.46106;-5.5938;-5.58888;-5.75794;-5.76298;-5.75556;-5.78854;-5.78382;-5.78034;-5.77998;-5.78058;-5.84138;-5.84138
Rotation_2;-1.50379;-1.50379;-1.50438;-1.50438;-1.59466;-1.51189;-2.93159;-2.93396;-2.94571;-3.32967;-3.36178;-3.3553;-3.22951;-3.22443;-3.22204;-3.21796;-3.20671;-3.20001;-3.19278;-3.19023;-3.17963;-3.17373;-3.15416;-3.15389;-3.14349;-3.13859;-3.13317;-3.12652;-3.11416;-3.10577;-3.10065;-3.10008;-3.08607;-3.08003;-3.074;-3.06736;-3.05906;-3.05514;-3.05255;-3.04013;-3.03976;-3.02894;-3.02518;-3.02328;-3.01139;-2.99624;-2.98997;-2.98382;-2.98166;-2.98135;-2.79504;-2.81368;-2.87028;-2.89243;-2.90003;-2.90228;-2.90816;-2.9155;-2.92723;-2.92693;-2.92987;-2.92639;-2.9273;-2.92444;-2.92157;-2.91814;-2.91103;-2.90878;-2.90109;-2.89158;-2.89064;-2.88934;-2.88677;-2.88628;-2.88328;-2.88007;-2.87745;-2.87702;-2.87681;-2.87698;-2.88109;-2.8854;-2.8899;-2.89447;-2.89903;-2.90329;-2.90769;-2.91227;-2.91609;-2.92255;-2.92687;-2.93043;-2.93631;-2.94063;-2.9424;-2.9435;-2.94455;-2.94563;-2.94672;-2.94807;-2.95125;-2.95195;-2.95358;-2.95446;-2.95531;-2.95589;-2.95574;-2.95434;-2.9527;-2.94999;-2.94711;-2.94376;-2.93902;-2.93539;-2.93318;-2.93077;-2.92748;-2.92679;-2.92308;-2.92207;-2.92172;-2.92155;-2.91786;-2.91701;-2.91233;-2.90723;-2.91093;-2.9114;-2.92042;-2.92568;-2.93088;-2.93137;-2.94141;-2.94669;-2.94718;-2.9574;-2.96273;-2.96322;-2.9736;-2.97901;-2.98437;-2.98496;-2.98709;-3.00089;-3.00137;-3.0119;-3.0175;-3.02137;-3.02864;-3.03417;-3.03983;-3.04428;-3.05114;-3.05682;-3.06254;-3.06823;-3.07394;-3.07459;-3.08573;-3.09141;-3.09183;-3.10311;-3.10889;-3.10933;-3.12084;-3.12704;-3.13322;-3.13731;-3.14412;-3.14411;-3.15229;-3.15659;-3.16034;-3.16441;-3.16694;-3.17155;-3.17181;-3.17864;-3.1816;-3.18532;-3.18908;-3.07363;-3.08274;-3.08904;-3.09738;-3.10493;-3.10999;-3.11372;-3.11937;-3.12336;-3.12953;-3.13467;-3.14368;-3.14922;-3.15742;-3.16376;-3.16549;-3.18092;-3.1823;-3.19307;-3.20169;-3.20796;-3.20956;-2.67944;-2.83857;-2.93646;-3.04453;-3.09774;-3.13441;-3.25774;-3.27679;-3.28614;-3.29363;-3.29451;-3.30557;-3.30827;-3.31704;-3.32462;-3.33204;-3.34036;-3.35028;-3.35547;-3.35821;-3.36096;-3.36372;-3.38114;-3.388;-3.39403;-3.41268;-3.41577;-3.41911;-3.42194;-3.42477;-3.42761;-3.43113;-3.49886;-3.54822;-3.55434;-3.55684;-3.56764;-3.58661;-3.59636;-3.60731;-3.6085;-3.60874;-3.62899;-3.63672;-3.64719;-3.6502;-3.65325;-3.65866;-3.66174;-3.66555;-3.66967;-3.67559;-3.68306;-3.6877;-3.69315;-3.69861;-3.70408;-3.70956;-3.71506;-3.72133;-3.72841;-3.73813;-3.74139;-3.75142;-3.75475;-3.76242;-3.76578;-3.77274;-3.77797;-3.78782;-3.79259;-3.79869;-3.80236;-3.981;-3.99633;-4.06332;-4.10219;-4.11717;-4.13859;-4.16004;-4.17102;-4.1831;-4.1913;-4.2099;-4.2261;-4.24173;-4.2677;-4.32794;-4.34495;-4.36839;-4.42374;-4.44457;-4.5005;-4.52021;-4.53718;-4.58468;-4.60665;-4.73503;-4.75245;-4.77583;-4.79602;-4.8475;-4.86646;-4.87119;-4.90707;-4.97345;-4.97846;-5.01706;-5.06064;-5.13241;-5.16365;-5.16659;-5.16775;-5.16916;-5.17017;-5.17088;-5.16997;-5.17851;-5.18001;-5.18183;-5.18044;-5.18439;-5.18284;-5.18121;-5.23283;-5.23445;-5.2677;-5.27088;-5.29485;-5.15704;-5.15552;-5.21465;-5.21656;-5.21433;-5.22151;-5.22002;-5.21899;-5.21896;-5.21903;-4.96612;-4.96612
Rotation_3;-0.0220567;-0.0220567;-0.0218712;-0.0218712;-1.81193e-05;-0.022462;0.0223656;0.0229244;0.0243994;0.0435292;0.0462291;0.0464216;0.0430539;0.042902;0.0420078;0.0401731;0.0383969;0.0385771;0.0374425;0.0372442;0.0377027;0.0374783;0.0372035;0.0372483;0.0375757;0.0377766;0.0377079;0.0383758;0.0386674;0.0402084;0.0404674;0.040702;0.0430172;0.0429959;0.0440695;0.0447001;0.0454431;0.0462636;0.0464549;0.0474498;0.0473949;0.0490999;0.0500965;0.0507169;0.052347;0.0551161;0.0556301;0.057092;0.0578296;0.0579065;0.0563656;0.0571978;0.0594775;0.0608928;0.0616654;0.0618794;0.0623459;0.06333;0.0650663;0.0663256;0.0672785;0.0685632;0.0693426;0.0711881;0.0715151;0.0728564;0.0736518;0.0745319;0.0760861;0.0803882;0.0805591;0.0807287;0.0805467;0.0805298;0.0808911;0.0816541;0.0826306;0.0826121;0.0827775;0.0832169;0.0835492;0.0841452;0.0839089;0.084296;0.0840426;0.084577;0.0842111;0.0841994;0.083962;0.0838714;0.0838986;0.0837153;0.0834437;0.0833768;0.0838226;0.0844311;0.0845535;0.0848865;0.0849207;0.0852212;0.0851543;0.0854764;0.0857149;0.0859524;0.0861459;0.08636;0.0864269;0.0861536;0.0860454;0.085948;0.0862034;0.0862991;0.0867711;0.0869125;0.0870354;0.0872825;0.0873359;0.0874206;0.0876243;0.08699;0.0872505;0.0872936;0.0860106;0.0859113;0.0861475;0.0863751;0.0865643;0.0866025;0.086746;0.0864919;0.0865289;0.0865631;0.0862206;0.0860502;0.0860836;0.0856061;0.0854941;0.0855276;0.0849335;0.0848064;0.0845197;0.0844533;0.084397;0.0839439;0.0839813;0.0833721;0.0831823;0.0825774;0.0825819;0.0825132;0.0820997;0.0815833;0.0816707;0.0812972;0.0811756;0.080741;0.0806862;0.0806227;0.0800676;0.0802228;0.0802688;0.0798903;0.0799152;0.0799734;0.0797042;0.0798341;0.0796287;0.0793808;0.0798433;0.0803395;0.0787847;0.0785804;0.0785677;0.0781493;0.078029;0.0778265;0.0778312;0.0771317;0.0768797;0.0767719;0.0763374;0.0782404;0.0778875;0.077512;0.0771008;0.0767546;0.0770008;0.0773751;0.07751;0.078436;0.0777966;0.0779317;0.0776839;0.0778304;0.0777761;0.0779211;0.077961;0.0781452;0.0782009;0.0784163;0.0784559;0.0785516;0.078623;0.0851806;0.0831346;0.0816903;0.0803627;0.0789772;0.0794157;0.0753216;0.0757508;0.0764821;0.0764438;0.0765811;0.0776745;0.0786098;0.0825428;0.0853417;0.0879472;0.0923683;0.0968344;0.0992918;0.0999706;0.100655;0.101334;0.104934;0.109057;0.113024;0.121987;0.123153;0.124151;0.124883;0.125611;0.126346;0.127573;0.0645451;0.081967;0.0833604;0.0840284;0.0881074;0.0898815;0.094648;0.100783;0.100696;0.101315;0.114055;0.11896;0.124348;0.125084;0.125851;0.128187;0.128958;0.130211;0.131965;0.134199;0.137557;0.139289;0.141506;0.143723;0.145938;0.148155;0.150359;0.153013;0.156067;0.16071;0.161488;0.166223;0.166979;0.170457;0.17121;0.173062;0.176067;0.178974;0.18042;0.183953;0.184596;0.196832;0.207321;0.246224;0.258189;0.261308;0.261664;0.275631;0.27971;0.283612;0.286513;0.288148;0.298895;0.303298;0.314027;0.332598;0.340246;0.296656;0.33357;0.346599;0.371905;0.373587;0.382638;0.376461;0.389725;0.418954;0.414598;0.427557;0.412324;0.437977;0.44574;0.446541;0.43383;0.465979;0.466732;0.474951;0.471002;0.486319;0.497227;0.499458;0.499643;0.499906;0.498417;0.499466;0.500233;0.501225;0.501616;0.502095;0.50002;0.502254;0.502106;0.501875;0.477293;0.477257;0.493412;0.494441;0.504404;0.575724;0.575443;0.587827;0.588964;0.58865;0.58982;0.589571;0.589313;0.589295;0.58927;0.0585503;0.0585503
L5S1_1;-0.420716;-0.420716;-0.416096;-0.416096;-0.000165814;-0.356896;0.0897971;0.0793406;0.0459406;0.131664;0.14014;0.144352;0.0821772;0.0350875;0.0419017;0.0747806;0.0683623;0.0727113;0.0686686;0.0714529;0.0763435;0.0749313;0.0837153;0.0805653;0.0853929;0.0846734;0.0896464;0.105125;0.101506;0.115921;0.100934;0.10527;0.112054;0.117466;0.124285;0.121126;0.122247;0.125262;0.123681;0.150667;0.143696;0.142457;0.149219;0.147936;0.157996;0.153581;0.150475;0.165949;0.163608;0.162121;0.165094;0.167148;0.179642;0.181975;0.18119;0.178815;0.186051;0.185694;0.195061;0.195776;0.194619;0.203742;0.207451;0.212983;0.204333;0.214274;0.193127;0.220899;0.243738;0.235124;0.204411;0.218038;0.221509;0.226684;0.225385;0.240029;0.240746;0.240946;0.242779;0.237925;0.242364;0.239179;0.224613;0.230752;0.227684;0.23371;0.221058;0.222328;0.216114;0.218786;0.217127;0.203289;0.207427;0.213192;0.175317;0.156748;0.155015;0.154839;0.160695;0.158827;0.18276;0.172802;0.179513;0.186865;0.184399;0.194864;0.191149;0.205463;0.228933;0.234015;0.239333;0.233265;0.241214;0.22272;0.230385;0.241055;0.226068;0.228521;0.23842;0.233639;0.234763;0.235938;0.232539;0.235043;0.245037;0.247949;0.222585;0.218892;0.178072;0.169722;0.160369;0.156639;0.13251;0.138869;0.135122;0.119259;0.121126;0.117361;0.108181;0.112319;0.100755;0.104319;0.103878;0.098937;0.0951386;0.091332;0.0951519;0.0873592;0.0877516;0.0841762;0.0797762;0.0754133;0.0821395;0.0770562;0.0796246;0.074066;0.0766411;0.0797894;0.0937412;0.0989334;0.0946539;0.1038;0.110847;0.106539;0.107902;0.118463;0.115198;0.120729;0.129523;0.128068;0.141065;0.140371;0.14367;0.138022;0.130572;0.134907;0.131944;0.119866;0.119111;0.119834;0.116861;0.109462;0.10899;0.103487;0.105332;0.106089;0.0888006;0.071315;0.070141;0.0608304;0.0558648;0.0530817;0.0728832;0.0672386;0.0840783;0.0759666;0.0760598;0.0957325;0.0926288;0.0861117;0.0864145;0.083964;0.0824694;0.121097;0.120402;0.112457;0.102003;0.08539;0.0868428;0.140747;0.0805015;0.0580888;0.0432061;0.0368919;-0.029161;-0.065951;-0.193266;-0.273667;-0.333834;-0.405669;-0.440206;-0.475058;-0.494429;-0.513347;-0.532336;-0.76682;-0.810315;-0.855044;-0.817687;-0.842144;-0.871997;-0.891755;-0.911619;-0.931521;-0.966388;-1.31298;-1.0267;-1.06363;-1.084;-1.17006;-1.08443;-1.16695;-1.20738;-1.20126;-1.20621;-1.34051;-1.38142;-1.39051;-1.41162;-1.43275;-1.49788;-1.51922;-1.55514;-1.59628;-1.67186;-1.77691;-1.8277;-1.89313;-1.95877;-2.02454;-2.09054;-2.15653;-2.23687;-2.33064;-2.46696;-2.49008;-2.62572;-2.64903;-2.74349;-2.76702;-2.85278;-2.90224;-3.02582;-3.06448;-3.12854;-3.15227;-2.60721;-2.6261;-2.34132;-2.39407;-2.49298;-2.57409;-2.6117;-2.70504;-2.80608;-2.86684;-3.0168;-3.0507;-3.15267;-3.23304;-3.15738;-3.22017;-3.37087;-3.27557;-3.34109;-3.23422;-3.36927;-3.31977;-3.46986;-3.51935;-3.27941;-3.37625;-3.44537;-3.54936;-3.46799;-3.5679;-3.60071;-3.79981;-3.70516;-3.7375;-3.87262;-3.93369;-3.88495;-3.88286;-3.90811;-3.91756;-3.92763;-3.93798;-3.93886;-3.93848;-3.94903;-3.95785;-3.96698;-3.96522;-3.98136;-3.97879;-3.97627;-3.94304;-3.92021;-3.86865;-3.85005;-3.80098;-3.89199;-3.88955;-3.80447;-3.79771;-3.79453;-3.82564;-3.82337;-3.82186;-3.82194;-3.82211;0.104;0.104
